Invoice No,Order No,Sales Rep Name,SITE,S Date,Ship to Country,Market Segment,Quantity,Unit Cost,Unit Price,Total Profit USD,Total Cost USD,Total Value USD,,,
24001513,24100514,FBER,B,2024-04-30,US,NO,120,119.9086,155.73,"$4,299","$14,389",18688,,,
24001514,24100669,BHOU,B,2024-04-30,FR,IC,5,81.8,124.11,$212,$409,621,,,
24001514,24100669,BHOU,B,2024-04-30,FR,IC,5,0,0,$0,$0,0,,,
24001514,24100669,BHOU,B,2024-04-30,FR,IC,5,0,0,$0,$0,0,,,
24001514,24100669,BHOU,B,2024-04-30,FR,IC,0.415,0,0,$0,$0,0,,,
24001515,24100828,OGAL,B,2024-04-30,US,PO,50,38.703,106.53,"$3,391","$1,935",5327,,,
24001515,24100828,OGAL,B,2024-04-30,US,PO,1,0,0,$0,$0,0,,,
24001516,24101123,FBER,B,2024-04-30,US,OL,16,3.2456,26.69,$375,$52,427,,,
24001516,24101123,FBER,B,2024-04-30,US,OL,1,0,0,$29,$0,29,,,
24001517,23102496,DGAS,B,2024-04-30,US,PS,130,13.5942,29.72,"$2,096","$1,767",3864,,,
24001517,23102496,DGAS,B,2024-04-30,US,PS,1,0,0,$0,$0,0,,,
24001518,23103060,MRHO,B,2024-04-30,US,PS,250,1.9498,10,"$2,013",$487,2500,,,
24001518,23103060,MRHO,B,2024-04-30,US,PS,1,0,0,$0,$0,0,,,
24001519,23103201,GXAV,B,2024-04-30,US,TE,500,18.389,23.44,"$2,526","$9,195",11720,,,
24001519,23103201,GXAV,B,2024-04-30,US,TE,1,0,0,$0,$0,0,,,
24001520,23103333,MRHO,B,2024-04-30,US,PS,5000,0.3345,2.15,"$9,078","$1,673",10750,,,
24001520,23103333,MRHO,B,2024-04-30,US,PS,1,0,0,$0,$0,0,,,
24001521,23103350,SBEA,B,2024-04-30,US,TA,1300,2.71,4.94,"$2,899","$3,523",6422,,,
24001521,23103350,SBEA,B,2024-04-30,US,TA,1,0,0,$0,$0,0,,,
24001522,23103364,MRHO,B,2024-04-30,US,PS,500,0.3311,2,$834,$166,1000,,,
24001522,23103364,MRHO,B,2024-04-30,US,PS,1,0,0,$0,$0,0,,,
24001523,23103370,MRHO,B,2024-04-30,US,PS,200,0.3206,1.99,$334,$64,398,,,
24001523,23103370,MRHO,B,2024-04-30,US,PS,1,0,0,$0,$0,0,,,
24001524,23103371,MRHO,B,2024-04-30,US,PS,300,0.4116,2.13,$516,$123,639,,,
24001524,23103371,MRHO,B,2024-04-30,US,PS,1,0,0,$0,$0,0,,,
24001525,23103374,MRHO,B,2024-04-30,US,PS,250,0.3733,2.43,$514,$93,608,,,
24001525,23103374,MRHO,B,2024-04-30,US,PS,1,0,0,$0,$0,0,,,
24001526,23103376,MRHO,B,2024-04-30,US,PS,250,0.3345,2.64,$576,$84,660,,,
24001526,23103376,MRHO,B,2024-04-30,US,PS,1,0,0,$0,$0,0,,,
24001527,23103378,MRHO,B,2024-04-30,US,PS,250,0.3565,2.46,$526,$89,615,,,
24001527,23103378,MRHO,B,2024-04-30,US,PS,1,0,0,$0,$0,0,,,
24001528,23103391,MRHO,B,2024-04-30,US,PV,170,4.5502,14.59,"$1,707",$774,2480,,,
24001528,23103391,MRHO,B,2024-04-30,US,PV,1,0,0,$0,$0,0,,,
24001529,23103413,MRHO,B,2024-04-30,US,PS,250,4.9991,13.22,"$2,055","$1,250",3305,,,
24001529,23103413,MRHO,B,2024-04-30,US,PS,1,0,0,$0,$0,0,,,
24001530,23103415,MRHO,B,2024-04-30,US,PS,600,1.4047,9.32,"$4,749",$843,5592,,,
24001530,23103415,MRHO,B,2024-04-30,US,PS,1,0,0,$0,$0,0,,,
24001531,23103502,MRHO,B,2024-04-30,US,PO,360,6.4216,15.11,"$3,128","$2,312",5440,,,
24001531,23103502,MRHO,B,2024-04-30,US,PO,1,0,0,$0,$0,0,,,
24001532,24100014,DGAS,B,2024-04-30,US,PS,300,14.1107,27.78,"$4,101","$4,233",8334,,,
24001532,24100014,DGAS,B,2024-04-30,US,PS,1,0,0,$0,$0,0,,,
24001533,24100033,MRHO,B,2024-04-30,US,PS,500,2.256,8.31,"$3,027","$1,128",4155,,,
24001533,24100033,MRHO,B,2024-04-30,US,PS,1,0,0,$0,$0,0,,,
24001534,24100120,FBER,B,2024-04-30,US,PS,500,19.7977,66.88,"$23,541","$9,899",33440,,,
24001534,24100120,FBER,B,2024-04-30,US,PS,1,0,0,$507,$0,507,,,
24001535,24100214,KTIE,B,2024-04-30,US,NW,20,9.808,29.74,$399,$196,595,,,
24001536,24100218,FBER,B,2024-04-30,US,PM,100,7.4323,17.71,"$1,028",$743,1771,,,
24001536,24100218,FBER,B,2024-04-30,US,PM,1,0,0,$54,$0,54,,,
24001537,24100244,MWIS,B,2024-04-30,US,OL,200,6.3736,10.37,$799,"$1,275",2074,,,
24001537,24100244,MWIS,B,2024-04-30,US,OL,1,0,0,$0,$0,0,,,
24001538,24100302,KTIE,B,2024-04-30,US,NW,600,28.8691,72.49,"$26,173","$17,321",43494,,,
24001539,24100346,KTIE,B,2024-04-30,US,NW,400,11.6099,32.91,"$8,520","$4,644",13164,,,
24001540,24100353,DGAS,B,2024-04-30,US,PS,1500,1.4595,2.88,"$2,131","$2,189",4320,,,
24001540,24100353,DGAS,B,2024-04-30,US,PS,1,0,0,$0,$0,0,,,
24001541,24100408,KTIE,B,2024-04-30,US,NW,1200,23.88,41.11,"$20,676","$28,656",49332,,,
24001542,24100529,DGAS,B,2024-04-30,US,PV,200,3.5728,4.72,$229,$715,944,,,
24001542,24100529,DGAS,B,2024-04-30,US,PV,1,0,0,$0,$0,0,,,
24001543,24100619,MWIS,B,2024-04-30,US,PO,1,856.9,1980,"$1,123",$857,1980,,,
24001543,24100619,MWIS,B,2024-04-30,US,PO,1,0,0,$0,$0,0,,,
24001544,24100864,OGAL,B,2024-04-30,US,PO,150,3.62,8.91,$794,$543,1337,,,
24001544,24100864,OGAL,B,2024-04-30,US,PO,1,0,0,$44,$0,44,,,
24001545,24100893,MRHO,B,2024-04-30,US,PM,1,0,962,$962,$0,962,,,
24001545,24100893,MRHO,B,2024-04-30,US,PM,1,0,0,$0,$0,0,,,
24001546,24100939,DGAS,B,2024-04-30,US,PP,34,5.0285,15.02,$340,$171,511,,,
24001546,24100939,DGAS,B,2024-04-30,US,PP,1,0,0,$0,$0,0,,,
24001547,24101079,SBEA,B,2024-04-30,US,TA,65,7.12,27.25,"$1,308",$463,1771,,,
24001547,24101079,SBEA,B,2024-04-30,US,TA,1,0,0,$0,$0,0,,,
24001548,24101108,MRHO,B,2024-04-30,US,PI,96,26.9386,58.77,"$3,056","$2,586",5642,,,
24001548,24101108,MRHO,B,2024-04-30,US,PI,1,0,150,$150,$0,150,,,
24001548,24101108,MRHO,B,2024-04-30,US,PI,1,0,0,$0,$0,0,,,
24001549,24101213,KTIE,B,2024-04-30,US,NW,2,124.63,223,$197,$249,446,,,
24001549,24101213,KTIE,B,2024-04-30,US,NW,1,0,0,$0,$0,0,,,
24001550,24101214,KTIE,B,2024-04-30,US,NW,1,124.63,223,$98,$125,223,,,
24001551,24101227,BHOU,B,2024-04-30,CA,IC,6,55.3383,72.46,$103,$332,435,,,
24400831,23201599,SBEA,T,2024-04-30,US,TA,109,2.4596,33.113,"$2,462",$197,2660,,,
24400831,23201599,SBEA,T,2024-04-30,US,TA,41,2.4595,33.113,$926,$74,1000,,,
24400832,23201649,SBEA,T,2024-04-30,US,TA,100,49.4459,87.832,"$2,836","$3,636",6472,,,
24400832,23201649,SBEA,T,2024-04-30,US,TA,100,49.4459,87.832,"$2,836","$3,636",6472,,,
24400832,23201649,SBEA,T,2024-04-30,US,TA,100,49.4459,87.832,"$2,836","$3,636",6472,,,
24400832,23201649,SBEA,T,2024-04-30,US,TA,100,49.4459,87.832,"$2,836","$3,636",6472,,,
24400832,23201649,SBEA,T,2024-04-30,US,TA,100,49.4459,87.832,"$2,836","$3,636",6472,,,
24400833,23201793,THOU,T,2024-04-30,US,IC,144,30.3018,49.792,"$2,075","$3,208",5283,,,
24400834,23201698,SGOY,T,2024-04-30,CA,TE,600,9.9011,7.35,$42,"$4,368",4410,,,
24400835,24200082,SGOY,T,2024-04-30,CA,PM,6,373.8133,645.8,"$2,226","$1,649",3875,,,
24400836,24200297,SGOY,T,2024-04-30,CA,TE,30,22.1927,71.12,"$1,644",$490,2134,,,
24400837,24200340,AMIN,T,2024-04-30,CA,PM,30,112.359,362.16,"$8,386","$2,479",10865,,,
24400838,24200366,OGAL,T,2024-04-30,CA,PO,1000,1.987,6.15,"$4,689","$1,461",6150,,,
24400839,24200468,OGAL,T,2024-04-30,CA,PO,98,17.278,35.08,"$2,193","$1,245",3438,,,
24400840,24200609,SGOY,T,2024-04-30,CA,PO,12,18.31,93.23,$957,$162,1119,,,
24400841,24200642,OGAL,T,2024-04-30,CA,PO,60,15.0762,34.51,"$1,405",$665,2071,,,
24400842,24200652,AMIN,T,2024-04-30,CA,OL,75,7.3472,13.67,$620,$405,1025,,,
316860,20250753,WMOR,D,2024-04-30,US,TE,10,5613.414,7124.775,"$11,225","$41,275",52500,,,
316861,24250008,AMIN,D,2024-04-30,CA,TR,22,23.1391,46.94,$658,$374,1033,,,
316862,24250016,KTIE,D,2024-04-30,US,NW,17,1121.2741,3324.895,"$27,634","$14,016",41650,,,
24001494,23103431,KTIE,B,2024-04-29,US,NT,5,14.25,81.67,$337,$71,408,,,
24001494,23103431,KTIE,B,2024-04-29,US,NT,1,0,0,$0,$0,0,,,
24001495,23103501,SGOY,B,2024-04-29,CA,TR,48,6.0321,10.76,$227,$290,516,,,
24001495,23103501,SGOY,B,2024-04-29,CA,TR,288,8.0928,23.6,"$4,466","$2,331",6797,,,
24001495,23103501,SGOY,B,2024-04-29,CA,TR,24,8.6504,11.99,$80,$208,288,,,
24001496,23103642,KTIE,B,2024-04-29,CA,NW,2200,21.5517,35.9,"$31,566","$47,414",78980,,,
24001497,23102918,KTIE,B,2024-04-29,US,NW,246,21.4124,34.2,"$3,146","$5,267",8413,,,
24001497,23102918,KTIE,B,2024-04-29,US,NW,1,0,0,$0,$0,0,,,
24001498,23103263,SBEA,B,2024-04-29,US,TA,300,3.6625,16.89,"$3,968","$1,099",5067,,,
24001498,23103263,SBEA,B,2024-04-29,US,TA,250,2.0016,5.08,$770,$500,1270,,,
24001498,23103263,SBEA,B,2024-04-29,US,TA,1,0,0,$0,$0,0,,,
24001499,23103341,DGAS,B,2024-04-29,US,NT,200,15.4966,54.47,"$7,795","$3,099",10894,,,
24001499,23103341,DGAS,B,2024-04-29,US,NT,1,0,0,$917,$0,917,,,
24001500,23103365,MRHO,B,2024-04-29,US,PS,2000,0.5153,2.06,"$3,089","$1,031",4120,,,
24001500,23103365,MRHO,B,2024-04-29,US,PS,1,0,0,$0,$0,0,,,
24001501,23103366,MRHO,B,2024-04-29,US,PS,1000,0.3733,2.44,"$2,067",$373,2440,,,
24001501,23103366,MRHO,B,2024-04-29,US,PS,1,0,0,$0,$0,0,,,
24001502,23103377,MRHO,B,2024-04-29,US,PS,500,0.4148,2.22,$903,$207,1110,,,
24001502,23103377,MRHO,B,2024-04-29,US,PS,1,0,0,$0,$0,0,,,
24001503,23103441,MRHO,B,2024-04-29,US,PS,150,6.1878,6.55,$54,$928,983,,,
24001503,23103441,MRHO,B,2024-04-29,US,PS,1,0,0,$0,$0,0,,,
24001504,23103472,DGAS,B,2024-04-29,US,PS,300,13.5942,32.99,"$5,819","$4,078",9897,,,
24001504,23103472,DGAS,B,2024-04-29,US,PS,1,0,0,$0,$0,0,,,
24001505,24100047,MRHO,B,2024-04-29,US,PS,395,1.198,12.86,"$4,606",$473,5080,,,
24001505,24100047,MRHO,B,2024-04-29,US,PS,1,0,0,$0,$0,0,,,
24001506,24100529,DGAS,B,2024-04-29,US,PV,200,3.5728,4.72,$229,$715,944,,,
24001506,24100529,DGAS,B,2024-04-29,US,PV,1,0,0,$0,$0,0,,,
24001507,24100598,GXAV,B,2024-04-29,US,TE,100,12.9677,28.15,"$1,518","$1,297",2815,,,
24001507,24100598,GXAV,B,2024-04-29,US,TE,1,0,0,$0,$0,0,,,
24001508,24101098,MRHO,B,2024-04-29,US,NT,32,14.7834,110.88,"$3,075",$473,3548,,,
24001508,24101098,MRHO,B,2024-04-29,US,NT,1,0,0,$0,$0,0,,,
24001509,24101191,BHOU,B,2024-04-29,ME,IC,3000,0.127,0.28,$459,$381,840,,,
24400826,23201918,SBEA,T,2024-04-29,US,TA,1397,2.1566,5.523,"$3,471","$2,215",5686,,,
24400826,23201918,SBEA,T,2024-04-29,US,TA,28,2.1564,5.523,$70,$44,114,,,
24400826,23201918,SBEA,T,2024-04-29,US,TA,1050,2.1566,5.523,"$2,608","$1,665",4274,,,
24400827,24200290,THOU,T,2024-04-29,FR,IC,54,36.1285,94.793,"$2,337","$1,435",3772,,,
24400827,24200290,THOU,T,2024-04-29,FR,IC,6,36.1283,94.793,$260,$159,419,,,
24400828,24200645,AMIN,T,2024-04-29,CA,PO,16,24.285,64.23,$742,$286,1028,,,
24400828,24200645,AMIN,T,2024-04-29,CA,PO,3,24.6367,68.91,$152,$54,207,,,
24400829,24200648,AMIN,T,2024-04-29,CA,OL,72,8.3515,32.49,"$1,897",$442,2339,,,
24400830,24200653,AMIN,T,2024-04-29,CA,OL,50,7.4308,13.28,$391,$273,664,,,
316855,19250774,WMOR,D,2024-04-29,US,TE,40,2280.439,2612.418,"$9,928","$67,072",77000,,,
316856,21251177,WMOR,D,2024-04-29,CA,TE,16,5005.9144,6108.307,"$13,123","$58,893",72016,,,
316857,24250076,MRHO,D,2024-04-29,US,PI,1,314.83,1521.92,$890,$231,1121,,,
316858,24250163,WMOR,D,2024-04-29,US,TE,1,281.88,627.075,$255,$207,462,,,
316859,24250203,SGOY,D,2024-04-29,CA,PP,1,828.68,2573,"$1,964",$609,2573,,,
24001472,23100902,DGAS,B,2024-04-26,US,NM,1067,15.2539,18.74,"$3,720","$16,276",19996,,,
24001473,23102167,GXAV,B,2024-04-26,US,TR,1680,8.9006,24.46,"$26,140","$14,953",41093,,,
24001473,23102167,GXAV,B,2024-04-26,US,TR,1,0,0,$0,$0,0,,,
24001474,24100068,FBER,B,2024-04-26,US,TR,576,9.8184,14.79,"$2,864","$5,655",8519,,,
24001474,24100068,FBER,B,2024-04-26,US,TR,1,0,0,$0,$0,0,,,
24001475,24100905,MWIS,B,2024-04-26,US,PR,100,11.8074,23.08,"$1,127","$1,181",2308,,,
24001475,24100905,MWIS,B,2024-04-26,US,PR,1,0,0,$61,$0,61,,,
24001476,24101080,MRHO,B,2024-04-26,US,PO,100,17.6524,55.86,"$3,821","$1,765",5586,,,
24001476,24101080,MRHO,B,2024-04-26,US,PO,1,0,0,$127,$0,127,,,
24001477,23102905,BHOU,B,2024-04-26,US,TC,850,17.6982,20.57,"$2,441","$15,043",17485,,,
24001477,23102905,BHOU,B,2024-04-26,US,TC,1,0,0,$0,$0,0,,,
24001478,23102917,GXAV,B,2024-04-26,US,TE,2000,7.1879,8.54,"$2,704","$14,376",17080,,,
24001479,23102933,DGAS,B,2024-04-26,US,PV,30,5.0207,16.97,$358,$151,509,,,
24001479,23102933,DGAS,B,2024-04-26,US,PV,1,0,0,$0,$0,0,,,
24001480,23103003,DGAS,B,2024-04-26,US,PV,10,40.82,113.01,$722,$408,1130,,,
24001480,23103003,DGAS,B,2024-04-26,US,PV,1,0,0,$0,$0,0,,,
24001481,23103191,MRHO,B,2024-04-26,US,PO,100,6.2979,6.58,$28,$630,658,,,
24001481,23103191,MRHO,B,2024-04-26,US,PO,1,0,0,$0,$0,0,,,
24001482,24100064,BHOU,B,2024-04-26,US,TC,4000,1.1663,1.74,"$2,295","$4,665",6960,,,
24001483,24100072,DGAS,B,2024-04-26,US,PS,25000,0.4121,0.94,"$13,198","$10,303",23500,,,
24001484,24100087,BHOU,B,2024-04-26,US,TC,4200,0.9812,2.25,"$5,329","$4,121",9450,,,
24001485,24100099,MWIS,B,2024-04-26,US,PM,200,23.7095,39.2,"$3,098","$4,742",7840,,,
24001485,24100099,MWIS,B,2024-04-26,US,PM,1,0,0,$540,$0,540,,,
24001486,24100214,KTIE,B,2024-04-26,US,NW,880,9.8081,29.74,"$17,540","$8,631",26171,,,
24001487,24100247,MRHO,B,2024-04-26,US,PI,11,389.07,1024.7,"$6,992","$4,280",11272,,,
24001487,24100247,MRHO,B,2024-04-26,US,PI,1,0,0,$0,$0,0,,,
24001488,24100411,MWIS,B,2024-04-26,US,PO,64,21.8394,59,"$2,378","$1,398",3776,,,
24001488,24100411,MWIS,B,2024-04-26,US,PO,1,0,0,$101,$0,101,,,
24001489,24100573,DGAS,B,2024-04-26,US,PS,8000,1.6146,2.51,"$7,163","$12,917",20080,,,
24001490,24100932,MWIS,B,2024-04-26,US,PS,24,3.7663,22.17,$442,$90,532,,,
24001490,24100932,MWIS,B,2024-04-26,US,PS,1,0,0,$0,$0,0,,,
24001491,24101029,DGAS,B,2024-04-26,US,PP,8,9.9763,57.12,$377,$80,457,,,
24001491,24101029,DGAS,B,2024-04-26,US,PP,1,0,0,$0,$0,0,,,
24001492,24101074,MRHO,B,2024-04-26,US,PI,28,3.0439,8.06,$140,$85,226,,,
24001492,24101074,MRHO,B,2024-04-26,US,PI,1,0,0,$0,$0,0,,,
24001493,24101106,MRHO,B,2024-04-26,US,OL,8,2.6313,30.17,$220,$21,241,,,
24001493,24101106,MRHO,B,2024-04-26,US,OL,1,0,0,$0,$0,0,,,
24400815,23200827,SBEA,T,2024-04-26,US,TA,244,3.388,35.529,"$5,780",$608,6388,,,
24400815,23200827,SBEA,T,2024-04-26,US,TA,6,3.3883,35.529,$142,$15,157,,,
24400816,24200525,THOU,T,2024-04-26,US,IC,1000,23.9828,5.523,"-$13,564","$17,634",4070,,,
24400817,24200643,THOU,T,2024-04-26,US,IC,500,0.0496,0.081,$12,$18,30,,,
24400818,24200233,AMIN,T,2024-04-26,CA,PM,18,247.4556,518.33,"$6,055","$3,275",9330,,,
24400819,24200266,SGOY,T,2024-04-26,CA,PS,20,11.6535,26.84,$365,$171,537,,,
24400820,24200510,SGOY,T,2024-04-26,CA,NH,175,24.4601,69.2,"$8,963","$3,147",12110,,,
24400821,24200521,OGAL,T,2024-04-26,CA,NO,27,25.8833,140.56,"$3,281",$514,3795,,,
24400822,24200617,AMIN,T,2024-04-26,CA,PM,30,32.136,114.55,"$2,728",$709,3437,,,
24400823,24200620,AMIN,T,2024-04-26,CA,PO,14,24.3979,109.14,"$1,277",$251,1528,,,
24400823,24200620,AMIN,T,2024-04-26,CA,PO,8,6.5313,19.44,$117,$38,156,,,
24400823,24200620,AMIN,T,2024-04-26,CA,PO,9,3.4,18.44,$143,$23,166,,,
24400824,24200623,OGAL,T,2024-04-26,CA,NT,10,54.779,212.47,"$1,722",$403,2125,,,
24400824,24200623,OGAL,T,2024-04-26,CA,NT,10,54.779,212.47,"$1,722",$403,2125,,,
24400825,24200703,MWIS,T,2024-04-26,US,NT,4,22.055,0,-$65,$65,0,,,
316854,24250323,WMOR,D,2024-04-26,US,TE,50,30.3988,87.153,"$2,093","$1,118",3211,,,
316854,24250323,WMOR,D,2024-04-26,US,TE,46,30.3987,87.153,"$1,926","$1,028",2954,,,
24001441,23103221,DGAS,B,2024-04-25,US,NM,60,23.822,30.38,$393,"$1,429",1823,,,
24001441,23103221,DGAS,B,2024-04-25,US,NM,1,0,0,$0,$0,0,,,
24001442,24100068,FBER,B,2024-04-25,US,TR,1512,9.8184,14.79,"$7,517","$14,845",22362,,,
24001442,24100068,FBER,B,2024-04-25,US,TR,1,0,0,$0,$0,0,,,
24001443,24100897,FBER,B,2024-04-25,US,TR,150,4.1354,4.91,$116,$620,737,,,
24001443,24100897,FBER,B,2024-04-25,US,TR,1,0,0,$0,$0,0,,,
24001444,24100132,FBER,B,2024-04-25,US,NO,139,10.6903,16.45,$801,"$1,486",2287,,,
24001444,24100132,FBER,B,2024-04-25,US,NO,1,0,0,$0,$0,0,,,
24001445,24100355,MWIS,B,2024-04-25,US,PO,10,13.685,51.76,$381,$137,518,,,
24001445,24100355,MWIS,B,2024-04-25,US,PO,1,0,0,$0,$0,0,,,
24001446,24100981,DGAS,B,2024-04-25,US,PV,30,24.9907,52.92,$838,$750,1588,,,
24001446,24100981,DGAS,B,2024-04-25,US,PV,1,0,0,$56,$0,56,,,
24001447,24101002,MWIS,B,2024-04-25,US,PO,12,5.525,22.91,$209,$66,275,,,
24001447,24101002,MWIS,B,2024-04-25,US,PO,1,0,0,$0,$0,0,,,
24001448,24101013,MRHO,B,2024-04-25,US,PO,32,11.295,44.94,"$1,077",$361,1438,,,
24001448,24101013,MRHO,B,2024-04-25,US,PO,1,0,0,$0,$0,0,,,
24001449,24101201,DGAS,B,2024-04-25,US,PM,6,0.0017,65.92,$396,$0,396,,,
24001449,24101201,DGAS,B,2024-04-25,US,PM,1,0,0,$0,$0,0,,,
24001450,23102675,DGAS,B,2024-04-25,US,PS,300,14.1107,27.78,"$4,101","$4,233",8334,,,
24001450,23102675,DGAS,B,2024-04-25,US,PS,1,0,0,$0,$0,0,,,
24001451,23102837,SBEA,B,2024-04-25,US,TA,112,3.72,20.61,"$1,892",$417,2308,,,
24001451,23102837,SBEA,B,2024-04-25,US,TA,42,3.72,20.61,$709,$156,866,,,
24001451,23102837,SBEA,B,2024-04-25,US,TA,70,3.72,20.61,"$1,182",$260,1443,,,
24001451,23102837,SBEA,B,2024-04-25,US,TA,70,3.72,20.61,"$1,182",$260,1443,,,
24001451,23102837,SBEA,B,2024-04-25,US,TA,1,0,0,$0,$0,0,,,
24001452,23103331,MRHO,B,2024-04-25,US,PS,3500,0.498,2.94,"$8,547","$1,743",10290,,,
24001452,23103331,MRHO,B,2024-04-25,US,PS,1,0,0,$0,$0,0,,,
24001453,23103367,MRHO,B,2024-04-25,US,PS,800,0.547,2.64,"$1,674",$438,2112,,,
24001453,23103367,MRHO,B,2024-04-25,US,PS,1,0,0,$0,$0,0,,,
24001454,23103369,MRHO,B,2024-04-25,US,PS,500,0.408,2.15,$871,$204,1075,,,
24001454,23103369,MRHO,B,2024-04-25,US,PS,1,0,0,$0,$0,0,,,
24001455,23103411,MRHO,B,2024-04-25,US,PS,400,0.3069,23.13,"$9,129",$123,9252,,,
24001455,23103411,MRHO,B,2024-04-25,US,PS,1,0,0,$0,$0,0,,,
24001456,23103558,MRHO,B,2024-04-25,US,PS,400,3.4333,4.77,$535,"$1,373",1908,,,
24001456,23103558,MRHO,B,2024-04-25,US,PS,1,0,0,$0,$0,0,,,
24001457,24100005,DGAS,B,2024-04-25,US,PS,300,12.6855,30.87,"$5,455","$3,806",9261,,,
24001457,24100005,DGAS,B,2024-04-25,US,PS,1,0,0,$0,$0,0,,,
24001458,24100053,MWIS,B,2024-04-25,US,PO,128,7.7023,26.95,"$2,464",$986,3450,,,
24001459,24100170,MWIS,B,2024-04-25,US,OL,60,3.8447,8.21,$262,$231,493,,,
24001459,24100170,MWIS,B,2024-04-25,US,OL,1,0,0,$26,$0,26,,,
24001460,24100213,KTIE,B,2024-04-25,US,NW,1400,27.2206,47.88,"$28,923","$38,109",67032,,,
24001461,24100656,DGAS,B,2024-04-25,US,PS,50,1.004,1.81,$40,$50,91,,,
24001461,24100656,DGAS,B,2024-04-25,US,PS,1,0,0,$0,$0,0,,,
24001462,24100904,MRHO,B,2024-04-25,US,PS,16,6.2594,52.16,$734,$100,835,,,
24001462,24100904,MRHO,B,2024-04-25,US,PS,1,0,0,$0,$0,0,,,
24001463,24100971,MWIS,B,2024-04-25,US,PO,10,17.832,36.79,$190,$178,368,,,
24001463,24100971,MWIS,B,2024-04-25,US,PO,1,0,0,$0,$0,0,,,
24001464,24100984,MRHO,B,2024-04-25,US,PO,8,10.095,38.25,$225,$81,306,,,
24001464,24100984,MRHO,B,2024-04-25,US,PO,1,0,0,$0,$0,0,,,
24001465,24100996,MWIS,B,2024-04-25,US,PO,40,7.8825,10.9,$121,$315,436,,,
24001465,24100996,MWIS,B,2024-04-25,US,PO,1,0,0,$0,$0,0,,,
24001466,24101020,MWIS,B,2024-04-25,US,PO,10,6.691,20.79,$141,$67,208,,,
24001466,24101020,MWIS,B,2024-04-25,US,PO,1,0,15.42,$15,$0,15,,,
24001467,24101021,MWIS,B,2024-04-25,US,PO,50,13.7752,28.72,$747,$689,1436,,,
24001467,24101021,MWIS,B,2024-04-25,US,PO,1,0,18.93,$19,$0,19,,,
24001468,24101024,MRHO,B,2024-04-25,US,PI,30,33.7377,59.69,$779,"$1,012",1791,,,
24001468,24101024,MRHO,B,2024-04-25,US,PI,1,0,0,$0,$0,0,,,
24001469,24101062,MRHO,B,2024-04-25,US,PI,28,2.9257,13.79,$304,$82,386,,,
24001469,24101062,MRHO,B,2024-04-25,US,PI,1,0,0,$0,$0,0,,,
24001470,24101089,MWIS,B,2024-04-25,US,PS,10,27.591,116.07,$885,$276,1161,,,
24001470,24101089,MWIS,B,2024-04-25,US,PS,1,0,0,$36,$0,36,,,
24001471,24101205,BHOU,B,2024-04-25,CA,IC,6,50.6,69.58,$114,$304,417,,,
24001471,24101205,BHOU,B,2024-04-25,CA,IC,10,0.472,0.62,$1,$5,6,,,
24400806,23201274,SBEA,T,2024-04-25,US,TA,19,35.1863,48.163,$183,$492,674,,,
24400806,23201274,SBEA,T,2024-04-25,US,TA,107,35.1862,48.163,"$1,029","$2,768",3797,,,
24400806,23201274,SBEA,T,2024-04-25,US,TA,102,35.1862,48.163,$981,"$2,639",3620,,,
24400806,23201274,SBEA,T,2024-04-25,US,TA,103,35.1862,48.163,$991,"$2,665",3655,,,
24400806,23201274,SBEA,T,2024-04-25,US,TA,101,35.1862,48.163,$971,"$2,613",3584,,,
24400806,23201274,SBEA,T,2024-04-25,US,TA,100,35.1862,48.163,$962,"$2,587",3549,,,
24400806,23201274,SBEA,T,2024-04-25,US,TA,103,35.1862,48.163,$991,"$2,665",3655,,,
24400806,23201274,SBEA,T,2024-04-25,US,TA,100,35.1862,48.163,$962,"$2,587",3549,,,
24400806,23201274,SBEA,T,2024-04-25,US,TA,103,35.1862,48.163,$991,"$2,665",3655,,,
24400806,23201274,SBEA,T,2024-04-25,US,TA,100,35.1862,48.163,$962,"$2,587",3549,,,
24400806,23201274,SBEA,T,2024-04-25,US,TA,62,35.1861,48.163,$596,"$1,604",2200,,,
24400807,24200408,GXAV,T,2024-04-25,US,TE,150,9.4018,32.421,"$2,547","$1,037",3584,,,
24400808,24200377,SGOY,T,2024-04-25,CA,NH,263,24.4601,69.2,"$13,469","$4,730",18200,,,
24400809,24200520,AMIN,T,2024-04-25,CA,PR,10,15.56,227,"$2,156",$114,2270,,,
24400810,24200552,AMIN,T,2024-04-25,CA,PR,8,15.56,142.33,"$1,047",$92,1139,,,
24400811,24200584,AMIN,T,2024-04-25,CA,PM,15,12.244,29.21,$303,$135,438,,,
24400812,24200590,AMIN,T,2024-04-25,CA,PO,16,10.8175,36.604,$458,$127,586,,,
24400813,24200610,AMIN,T,2024-04-25,CA,PM,24,5.8242,42.03,$906,$103,1009,,,
24400814,24200642,OGAL,T,2024-04-25,CA,PO,60,15.0762,34.51,"$1,405",$665,2071,,,
24400814,24200642,OGAL,T,2024-04-25,CA,PO,200,0.74,1.42,$175,$109,284,,,
24400814,24200642,OGAL,T,2024-04-25,CA,PO,2,78.15,132.83,$151,$115,266,,,
24400814,24200642,OGAL,T,2024-04-25,CA,PO,3,116.4667,279.03,$580,$257,837,,,
316847,23250054,SBEA,D,2024-04-25,UK,TA,142,60.8254,123.605,"$6,582","$6,351",12933,,,
